,Unnamed: 0,Genome,Accession,Source.information,Topology,Taxonomy,Molecule.type,Genome.length,Number.of.proteins,Host,Date.completed,Date.updated,first.acc,n.overlaps,len.overlaps,baltimore.class,family
11292,11293,Sewage-associated circular DNA molecule,NC_026187,isolate:SaCM-4_NZ_BS2920_2012,circular,"['Viruses', 'Satellites', 'Satellite Nucleic Acids', 'unclassified Satellite Nucleic Acids']",ss-DNA,1040,1.0,environment,01/21/2015,08/13/2018,NC_026187,0.0,,Unknown,Unknown
11293,11294,Sewage-associated circular DNA molecule-1,NC_026170,isolate:NZ-BS4111-2012,circular,"['Viruses', 'Satellites', 'Satellite Nucleic Acids', 'unclassified Satellite Nucleic Acids']",DNA,967,1.0,environment,01/15/2015,08/13/2018,NC_026170,0.0,,Unknown,Unknown
11294,11295,Sewage-associated circular DNA molecule-2,NC_026142,isolate:NZ-BS3901b-2012,circular,"['Viruses', 'Satellites', 'Satellite Nucleic Acids', 'unclassified Satellite Nucleic Acids']",DNA,1169,1.0,environment,01/12/2015,08/13/2018,NC_026142,0.0,,Unknown,Unknown
11295,11296,Sewage-associated circular DNA molecule-3,NC_026143,isolate:NZ-BS2940-2012,circular,"['Viruses', 'Satellites', 'Satellite Nucleic Acids', 'unclassified Satellite Nucleic Acids']",DNA,1132,1.0,environment,01/12/2015,08/13/2018,NC_026143,0.0,,Unknown,Unknown
11296,11297,Small begomovirus-associated satellite,NC_024777,isolate:Sa19-S1,circular,"['Viruses', 'Satellites', 'Satellite Nucleic Acids', 'Single stranded DNA satellites', 'unclassified Single stranded DNA satellites']",DNA,687,,plants,09/02/2014,08/13/2018,NC_024777,,,Unknown,Unknown
11297,11298,Solanum nodiflorum mottle virus satellite RNA,NC_003850,-,circular,"['Viruses', 'Satellites', 'Satellite Nucleic Acids', 'Single stranded RNA satellites', 'Circular single stranded RNA satellites']",ss-RNA,377,,plants,08/02/1993,08/13/2018,NC_003850,,,Unknown,Unknown
11298,11299,Strawberry latent ringspot virus satellite RNA,NC_003848,strain:T 39; isolate:H isolate,linear,"['Viruses', 'Satellites', 'Satellite Nucleic Acids', 'Single stranded RNA satellites', 'Large single stranded RNA satellites']",ss-RNA,1118,1.0,plants,06/24/1993,08/13/2018,NC_003848,0.0,,Unknown,Unknown
11299,11300,Subterranean clover mottle virus satellite RNA,NC_003851,-,circular,"['Viruses', 'Satellites', 'Satellite Nucleic Acids', 'Single stranded RNA satellites', 'Circular single stranded RNA satellites']",ss-RNA,388,,plants,08/03/1993,08/13/2018,NC_003851,,,Unknown,Unknown
11300,11301,Tobacco bushy top virus satellite-like RNA,NC_006458,isolate:SalR-YN1,linear,"['Viruses', 'Satellites', 'Satellite Nucleic Acids', 'Single stranded RNA satellites', 'unclassified Single stranded RNA satellites']",ss-RNA,781,,plants,07/03/2001,08/13/2018,NC_006458,,,Unknown,Unknown
11301,11302,Tobacco ringspot virus satellite RNA,NC_003889,-,circular,"['Viruses', 'Satellites', 'Satellite Nucleic Acids', 'Single stranded RNA satellites', 'Circular single stranded RNA satellites']",ss-RNA,359,,plants,08/03/1993,08/13/2018,NC_003889,,,Unknown,Unknown
11302,11303,Tomato black ring virus satellite RNA,NC_003890,strain:C serotype,linear,"['Viruses', 'Satellites', 'Satellite Nucleic Acids', 'Single stranded RNA satellites', 'Large single stranded RNA satellites']",ss-RNA,1374,1.0,plants,04/02/1988,08/13/2018,NC_003890,0.0,,Unknown,Unknown
11303,11304,Tomato bushy stunt virus satellite RNA,NC_003826,isolate:B1,linear,"['Viruses', 'Satellites', 'Satellite Nucleic Acids', 'Single stranded RNA satellites', 'Small linear single stranded RNA satellites']",ss-RNA,822,,plants,10/26/1997,08/13/2018,NC_003826,,,Unknown,Unknown
11304,11305,Trichomonas vaginalis virus dsRNA satellite S1,NC_027702,-,linear,"['Viruses', 'Satellites', 'Satellite Nucleic Acids', 'Double-stranded RNA satellites']",ds-RNA,683,,protozoa,08/18/2015,08/13/2018,NC_027702,,,Unknown,Unknown
11305,11306,Trichomonas vaginalis virus dsRNA satellite S1prime,NC_027704,-,linear,"['Viruses', 'Satellites', 'Satellite Nucleic Acids', 'Double-stranded RNA satellites']",ds-RNA,532,,protozoa,08/18/2015,12/24/2018,NC_027704,,,Unknown,Unknown
11306,11307,Turnip crinkle virus satellite RNA,NC_004033,-,linear,"['Viruses', 'Satellites', 'Satellite Nucleic Acids', 'Single stranded RNA satellites', 'Small linear single stranded RNA satellites']",ss-RNA,230,,plants,04/03/1989,08/13/2018,NC_004033,,,Unknown,Unknown
11307,11308,Turnip crinkle virus virulent satellite RNA C,NC_006451,-,linear,"['Viruses', 'Satellites', 'Satellite Nucleic Acids', 'Single stranded RNA satellites', 'Small linear single stranded RNA satellites']",RNA,355,,plants,04/03/1989,08/13/2018,NC_006451,,,Unknown,Unknown
11308,11309,Velvet tobacco mottle virus Satellite RNA,NC_003906,-,circular,"['Viruses', 'Satellites', 'Satellite Nucleic Acids', 'Single stranded RNA satellites', 'Circular single stranded RNA satellites']",ss-RNA,366,,plants,08/02/1993,08/13/2018,NC_003906,,,Unknown,Unknown
11309,11310,Alces alces faeces associated smacovirus MP78,NC_040359,isolate:MP78,circular,"['Viruses', 'Smacoviridae', 'Porprismacovirus', 'unclassified Porprismacovirus']",DNA,3028,2.0,,02/12/2019,02/12/2019,NC_040359,0.0,,ss_DNA,Smacoviridae
11310,11311,Bovine faeces associated smacovirus 1,NC_030124,isolate:48_Fec59973_cow,circular,"['Viruses', 'Smacoviridae', 'Huchismacovirus']",DNA,2723,2.0,vertebrates,05/16/2016,06/04/2019,NC_030124,0.0,,ss_DNA,Smacoviridae
11311,11312,Bovine faeces associated smacovirus 2,NC_030119,isolate:23_Fec30587_cow,circular,"['Viruses', 'Smacoviridae', 'Porprismacovirus']",DNA,2755,2.0,vertebrates,05/16/2016,06/04/2019,NC_030119,0.0,,ss_DNA,Smacoviridae
11312,11313,Bovine faeces associated smacovirus 3,NC_030123,isolate:48_Fec5_cow,circular,"['Viruses', 'Smacoviridae', 'Bovismacovirus']",DNA,2623,2.0,vertebrates,05/16/2016,06/04/2019,NC_030123,0.0,,ss_DNA,Smacoviridae
11313,11314,Bovine faeces associated smacovirus 4,NC_030128,isolate:GP3_45917_cow,circular,"['Viruses', 'Smacoviridae', 'Cosmacovirus']",DNA,2645,2.0,vertebrates,05/16/2016,06/04/2019,NC_030128,0.0,,ss_DNA,Smacoviridae
11314,11315,Bovine faeces associated smacovirus 5,NC_030125,isolate:48_Fec9_cow,circular,"['Viruses', 'Smacoviridae', 'Drosmacovirus']",DNA,2468,2.0,vertebrates,05/16/2016,06/04/2019,NC_030125,0.0,,ss_DNA,Smacoviridae
11315,11316,Bovine faeces associated smacovirus 6,NC_030129,isolate:GP3_46075_cow,circular,"['Viruses', 'Smacoviridae', 'Huchismacovirus']",DNA,2568,2.0,vertebrates,05/16/2016,06/04/2019,NC_030129,0.0,,ss_DNA,Smacoviridae
11316,11317,Camel associated drosmacovirus 1,NC_039057,isolate:DcSCV_c1359,circular,"['Viruses', 'Smacoviridae', 'Drosmacovirus']",DNA,2575,3.0,,08/24/2018,08/24/2018,NC_039057,0.0,,ss_DNA,Smacoviridae
11317,11318,Camel associated drosmacovirus 2,NC_039058,isolate:DcSCV_c1330,circular,"['Viruses', 'Smacoviridae', 'Drosmacovirus']",DNA,2580,3.0,,08/24/2018,08/24/2018,NC_039058,0.0,,ss_DNA,Smacoviridae
11318,11319,Camel associated porprismacovirus 1,NC_039064,isolate:DcSCV_c1378,circular,"['Viruses', 'Smacoviridae', 'Porprismacovirus']",DNA,2565,3.0,,08/24/2018,08/24/2018,NC_039064,1.0,77.0,ss_DNA,Smacoviridae
11319,11320,Camel associated porprismacovirus 2,NC_039065,isolate:DcSCV_c1072,circular,"['Viruses', 'Smacoviridae', 'Porprismacovirus']",DNA,2516,2.0,,08/24/2018,08/24/2018,NC_039065,0.0,,ss_DNA,Smacoviridae
11320,11321,Camel associated porprismacovirus 3,NC_039066,isolate:DcSCV_c1345,circular,"['Viruses', 'Smacoviridae', 'Porprismacovirus']",DNA,2582,2.0,,08/24/2018,08/24/2018,NC_039066,0.0,,ss_DNA,Smacoviridae
11321,11322,Camel associated porprismacovirus 4,NC_039067,isolate:DcSCV_c1358,circular,"['Viruses', 'Smacoviridae', 'Porprismacovirus']",DNA,2575,2.0,,08/24/2018,08/24/2018,NC_039067,0.0,,ss_DNA,Smacoviridae
11322,11323,Cattle blood-associated circovirus-like virus,"['NC_040810', 'NC_040553']",strain:Bvch002,linear,"['Viruses', 'Smacoviridae', 'Porprismacovirus', 'unclassified Porprismacovirus']",DNA,4598,5.0,,02/12/2019,02/12/2019,NC_040810,0.0,,ss_DNA,Smacoviridae
11323,11324,Cattle blood-associated circovirus-like virus,"['NC_040810', 'NC_040553']",strain:Bvch002,linear,"['Viruses', 'Smacoviridae', 'Porprismacovirus', 'unclassified Porprismacovirus']",DNA,4598,5.0,,02/12/2019,02/12/2019,NC_040810,0.0,,ss_DNA,Smacoviridae
11324,11325,Chicken associated huchismacovirus 1,NC_039059,strain:RS/BR/2015/2,circular,"['Viruses', 'Smacoviridae', 'Huchismacovirus']",DNA,2408,2.0,,08/24/2018,08/24/2018,NC_039059,0.0,,ss_DNA,Smacoviridae
11325,11326,Chicken associated huchismacovirus 2,NC_039060,strain:RS/BR/2015/3,circular,"['Viruses', 'Smacoviridae', 'Huchismacovirus']",DNA,2459,2.0,,08/24/2018,08/24/2018,NC_039060,0.0,,ss_DNA,Smacoviridae
11326,11327,Chicken associated smacovirus,NC_033275,strain:RS/BR/2015/4,circular,"['Viruses', 'Smacoviridae', 'Huchismacovirus', 'unclassified Huchismacovirus']",DNA,2464,2.0,vertebrates,01/17/2017,08/13/2018,NC_033275,0.0,,ss_DNA,Smacoviridae
11327,11328,Chimpanzee associated porprismacovirus 1,NC_039068,isolate:DP152,circular,"['Viruses', 'Smacoviridae', 'Porprismacovirus']",DNA,2609,2.0,,08/24/2018,08/24/2018,NC_039068,0.0,,ss_DNA,Smacoviridae
11328,11329,Chimpanzee associated porprismacovirus 2,NC_039069,isolate:GM495,circular,"['Viruses', 'Smacoviridae', 'Porprismacovirus']",DNA,2640,6.0,,08/24/2018,08/24/2018,NC_039069,7.0,385.71428571428595,ss_DNA,Smacoviridae
11329,11330,Circoviridae bovine stool/BK/KOR/2011,NC_039054,isolate:CP11-49-3,circular,"['Viruses', 'Smacoviridae', 'Bovismacovirus']",DNA,2600,1.0,,08/24/2018,08/24/2018,NC_039054,0.0,,ss_DNA,Smacoviridae
11330,11331,Fly associated circular virus 4,NC_040336,isolate:DR_I1035_D2,circular,"['Viruses', 'Smacoviridae', 'Porprismacovirus', 'unclassified Porprismacovirus']",DNA,2546,2.0,,02/12/2019,02/12/2019,NC_040336,0.0,,ss_DNA,Smacoviridae
11331,11332,Gorilla associated porprismacovirus 1,NC_026319,isolate:SF3,circular,"['Viruses', 'Smacoviridae', 'Porprismacovirus']",DNA,2532,2.0,,01/31/2015,08/13/2018,NC_026319,0.0,,ss_DNA,Smacoviridae
11332,11333,Howler monkey associated porprismacovirus 1,NC_026317,isolate:SF1,circular,"['Viruses', 'Smacoviridae', 'Porprismacovirus']",DNA,2485,2.0,,01/31/2015,08/13/2018,NC_026317,0.0,,ss_DNA,Smacoviridae
11333,11334,Human associated huchismacovirus 1,NC_039061,isolate:Oregon/6/2011/GottageGrove/5A1,circular,"['Viruses', 'Smacoviridae', 'Huchismacovirus']",DNA,2460,2.0,,08/24/2018,08/24/2018,NC_039061,0.0,,ss_DNA,Smacoviridae
11334,11335,Human associated huchismacovirus 2,NC_039062,isolate:France/8/2008/2444,circular,"['Viruses', 'Smacoviridae', 'Huchismacovirus']",DNA,2471,2.0,,08/24/2018,08/24/2018,NC_039062,0.0,,ss_DNA,Smacoviridae
11335,11336,Human associated huchismacovirus 3,NC_039063,isolate:France/1/2009/3664,circular,"['Viruses', 'Smacoviridae', 'Huchismacovirus']",DNA,2459,2.0,,08/24/2018,08/24/2018,NC_039063,0.0,,ss_DNA,Smacoviridae
11336,11337,Human associated porprismacovirus 2,NC_026318,isolate:SF2,circular,"['Viruses', 'Smacoviridae', 'Porprismacovirus']",DNA,2529,2.0,,01/31/2015,08/13/2018,NC_026318,0.0,,ss_DNA,Smacoviridae
11337,11338,Human feces smacovirus 2,NC_039070,strain:SmaCV2,circular,"['Viruses', 'Smacoviridae', 'Porprismacovirus']",DNA,2601,2.0,,08/24/2018,08/24/2018,NC_039070,0.0,,ss_DNA,Smacoviridae
11338,11339,Human feces smacovirus 3,NC_035474,strain:SmaCV3.21; isolate:P21,circular,"['Viruses', 'Smacoviridae', 'Porprismacovirus', 'unclassified Porprismacovirus']",DNA,2560,2.0,,08/24/2017,08/13/2018,NC_035474,0.0,,ss_DNA,Smacoviridae
11339,11340,Human smacovirus 1,NC_026252,isolate:France/12/2008/3454,circular,"['Viruses', 'Smacoviridae', 'Huchismacovirus', 'unclassified Huchismacovirus']",DNA,2460,2.0,"vertebrates, human",01/26/2015,08/13/2018,NC_026252,0.0,,ss_DNA,Smacoviridae
11340,11341,Lemur associated porprismacovirus 1,NC_026320,isolate:SF5,circular,"['Viruses', 'Smacoviridae', 'Porprismacovirus']",DNA,2651,2.0,,01/31/2015,08/13/2018,NC_026320,0.0,,ss_DNA,Smacoviridae
11341,11342,Odonata-associated circular virus 21,NC_039055,isolate:OdasCV-21-US-1679SC3-12,circular,"['Viruses', 'Smacoviridae', 'Bovismacovirus']",ss-DNA,2609,2.0,,08/24/2018,08/24/2018,NC_039055,0.0,,ss_DNA,Smacoviridae
11342,11343,Odonata-associated circular virus 5,NC_039056,isolate:OdasCV-5-US-1683LM1-12,circular,"['Viruses', 'Smacoviridae', 'Dragsmacovirus']",ss-DNA,2609,2.0,,08/24/2018,08/24/2018,NC_039056,0.0,,ss_DNA,Smacoviridae
11343,11344,Pig stool associated circular ssDNA virus GER2011,NC_017916,isolate:GER2011,circular,"['Viruses', 'Smacoviridae', 'unclassified Smacoviridae']",DNA,2459,5.0,environment,05/15/2012,08/13/2018,NC_017916,3.0,205.333333333333,ss_DNA,unclassified Smacoviridae
11344,11345,PoSCV Kor J481,NC_024119,isolate:J481,circular,"['Viruses', 'Smacoviridae', 'Porprismacovirus', 'unclassified Porprismacovirus']",DNA,2589,2.0,environment,05/19/2014,08/13/2018,NC_024119,0.0,,ss_DNA,Smacoviridae
11345,11346,Porcine associated porprismacovirus 10,NC_030126,isolate:49_Fec25_pig,circular,"['Viruses', 'Smacoviridae', 'Porprismacovirus']",DNA,2684,2.0,,05/16/2016,08/13/2018,NC_030126,0.0,,ss_DNA,Smacoviridae
11346,11347,Porcine associated porprismacovirus 3,NC_021204,isolate:3L7,circular,"['Viruses', 'Smacoviridae', 'Porprismacovirus']",DNA,2495,2.0,,05/13/2013,08/13/2018,NC_021204,0.0,,ss_DNA,Smacoviridae
11347,11348,Porcine associated porprismacovirus 4,NC_039071,isolate:DP2,circular,"['Viruses', 'Smacoviridae', 'Porprismacovirus']",DNA,2403,2.0,,08/24/2018,08/24/2018,NC_039071,0.0,,ss_DNA,Smacoviridae
11348,11349,Porcine associated porprismacovirus 5,NC_024772,isolate:DP3,circular,"['Viruses', 'Smacoviridae', 'Porprismacovirus']",DNA,2590,2.0,,09/02/2014,08/13/2018,NC_024772,0.0,,ss_DNA,Smacoviridae
11349,11350,Porcine associated porprismacovirus 6,NC_024776,isolate:XP1,circular,"['Viruses', 'Smacoviridae', 'Porprismacovirus']",DNA,2603,2.0,,09/02/2014,08/13/2018,NC_024776,0.0,,ss_DNA,Smacoviridae
11350,11351,Porcine associated porprismacovirus 7,NC_024773,isolate:EP2-A,circular,"['Viruses', 'Smacoviridae', 'Porprismacovirus']",DNA,2601,2.0,,09/02/2014,08/13/2018,NC_024773,0.0,,ss_DNA,Smacoviridae
11351,11352,Porcine associated porprismacovirus 8,NC_024775,isolate:GP2,circular,"['Viruses', 'Smacoviridae', 'Porprismacovirus']",DNA,2477,2.0,,09/02/2014,08/13/2018,NC_024775,0.0,,ss_DNA,Smacoviridae
11352,11353,Porcine associated porprismacovirus 9,NC_024774,isolate:FP1,circular,"['Viruses', 'Smacoviridae', 'Porprismacovirus']",DNA,2564,2.0,,09/02/2014,08/13/2018,NC_024774,0.0,,ss_DNA,Smacoviridae
11353,11354,Porcine stool-associated circular virus,NC_030127,isolate:56_Coc3310_hare,circular,"['Viruses', 'Smacoviridae', 'Porprismacovirus', 'unclassified Porprismacovirus']",ss-DNA,2589,2.0,environment,05/16/2016,08/13/2018,NC_030127,0.0,,ss_DNA,Smacoviridae
11354,11355,Porcine stool-associated circular virus 2,NC_021203,isolate:f,circular,"['Viruses', 'Smacoviridae', 'Porprismacovirus']",DNA,2539,2.0,environment,05/13/2013,08/13/2018,NC_021203,0.0,,ss_DNA,Smacoviridae
11355,11356,Rat associated porprismacovirus 1,NC_027777,isolate:KS/11/0577,circular,"['Viruses', 'Smacoviridae', 'Porprismacovirus']",ss-DNA,2530,2.0,,08/21/2015,08/13/2018,NC_027777,0.0,,ss_DNA,Smacoviridae
11356,11357,Sheep faeces associated smacovirus 1,NC_030121,isolate:47_Fec58729_sheep,circular,"['Viruses', 'Smacoviridae', 'Porprismacovirus']",DNA,2861,2.0,vertebrates,05/16/2016,06/04/2019,NC_030121,0.0,,ss_DNA,Smacoviridae
11357,11358,Sheep faeces associated smacovirus 2,NC_030122,isolate:47_Fec60415_sheep,circular,"['Viruses', 'Smacoviridae', 'Porprismacovirus']",DNA,2712,2.0,vertebrates,05/16/2016,06/04/2019,NC_030122,0.0,,ss_DNA,Smacoviridae
11358,11359,Sheep faeces associated smacovirus 3,NC_030120,isolate:47_Fec58091_sheep,circular,"['Viruses', 'Smacoviridae', 'Porprismacovirus']",DNA,2608,2.0,vertebrates,05/16/2016,06/04/2019,NC_030120,0.0,,ss_DNA,Smacoviridae
11359,11360,Turkey associated porprismacovirus 1,NC_023887,strain:TuSCV,circular,"['Viruses', 'Smacoviridae', 'Porprismacovirus']",DNA,2479,2.0,,04/03/2014,08/13/2018,NC_023887,0.0,,ss_DNA,Smacoviridae
11360,11361,Haloarcula californiae icosahedral virus 1,NC_030848,strain:SS13-6,linear,"['Viruses', 'Sphaerolipoviridae', 'Alphasphaerolipovirus']",DNA,31314,47.0,environment,08/29/2016,08/13/2018,NC_030848,20.0,5.2,ds_DNA,Sphaerolipoviridae
11361,11362,Haloarcula hispanica icosahedral virus 2,NC_016989,-,linear,"['Viruses', 'Sphaerolipoviridae', 'Alphasphaerolipovirus']",DNA,30578,43.0,archaea,02/05/2013,08/13/2018,NC_016989,23.0,4.17391304347826,ds_DNA,Sphaerolipoviridae
11362,11363,Haloarcula hispanica virus PH1,NC_020998,isolate:1,linear,"['Viruses', 'Sphaerolipoviridae', 'Alphasphaerolipovirus']",DNA,28072,49.0,archaea,04/15/2013,08/13/2018,NC_020998,27.0,4.59259259259259,ds_DNA,Sphaerolipoviridae
11363,11364,Haloarcula hispanica virus SH1,NC_007217,-,linear,"['Viruses', 'Sphaerolipoviridae', 'Alphasphaerolipovirus']",DNA,30889,56.0,archaea,08/02/2005,08/13/2018,NC_007217,30.0,4.9,ds_DNA,Sphaerolipoviridae
11364,11365,Natrinema virus SNJ1,NC_003158,-,circular,"['Viruses', 'Sphaerolipoviridae', 'Betasphaerolipovirus']",DNA,16341,,,10/16/2001,08/13/2018,NC_003158,,,ds_DNA,Sphaerolipoviridae
11365,11366,Thermus virus IN93,NC_004462,-,circular,"['Viruses', 'Sphaerolipoviridae', 'Gammasphaerolipovirus']",DNA,19604,39.0,bacteria,12/27/2002,08/13/2018,NC_004462,14.0,10.785714285714299,ds_DNA,Sphaerolipoviridae
11366,11367,Thermus virus P23-77,NC_013197,-,circular,"['Viruses', 'Sphaerolipoviridae', 'Gammasphaerolipovirus']",DNA,17036,37.0,bacteria,09/02/2009,08/13/2018,NC_013197,23.0,22.0869565217391,ds_DNA,Sphaerolipoviridae
11367,11368,Aeropyrum coil-shaped virus,NC_043427,-,circular,"['Viruses', 'Spiraviridae', 'Alphaspiravirus']",DNA,24893,57.0,,08/16/2012,06/28/2019,NC_043427,20.0,11.25,ss_DNA,Spiraviridae
11368,11369,Bacillus phage Bam35c,NC_005258,-,linear,"['Viruses', 'Tectiviridae', 'Betatectivirus']",DNA,14935,32.0,bacteria,12/03/2003,08/13/2018,NC_005258,13.0,71.9230769230769,ds_DNA,Tectiviridae
11369,11370,Bacillus phage GIL16c,NC_006945,-,linear,"['Viruses', 'Tectiviridae', 'Betatectivirus']",DNA,14844,31.0,bacteria,04/07/2005,08/13/2018,NC_006945,13.0,53.84615384615379,ds_DNA,Tectiviridae
11370,11371,Bacillus phage Wip1,NC_022094,-,linear,"['Viruses', 'Tectiviridae', 'Betatectivirus']",DNA,14319,27.0,bacteria,08/17/2013,08/13/2018,NC_022094,10.0,39.1,ds_DNA,Tectiviridae
11371,11372,Bacillus virus AP50,NC_011523,-,linear,"['Viruses', 'Tectiviridae', 'Betatectivirus']",DNA,14398,31.0,bacteria,11/05/2008,08/13/2018,NC_011523,9.0,37.22222222222221,ds_DNA,Tectiviridae
11372,11373,Enterobacteria phage PR4,NC_007451,-,linear,"['Viruses', 'Tectiviridae', 'Alphatectivirus']",DNA,14954,31.0,bacteria,10/05/2005,05/02/2019,NC_007451,14.0,62.5,ds_DNA,Tectiviridae
11373,11374,Enterobacteria phage PRD1,NC_001421,-,linear,"['Viruses', 'Tectiviridae', 'Alphatectivirus']",DNA,14927,31.0,bacteria,04/28/1993,06/04/2019,NC_001421,14.0,61.6428571428571,ds_DNA,Tectiviridae
11374,11375,Gluconobacter phage GC1,NC_042083,-,linear,"['Viruses', 'Tectiviridae', 'Gammatectivirus', 'Gluconobacter virus GC1']",DNA,16523,36.0,bacteria,05/02/2019,05/02/2019,NC_042083,14.0,6.571428571428571,ds_DNA,Tectiviridae
11375,11376,Ageratum leaf curl Buea betasatellite,NC_014746,isolate:SatB33,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1259,1.0,plants,12/01/2010,08/14/2018,NC_014746,0.0,,ss_DNA,Tolecusatellitidae
11376,11377,Ageratum leaf curl Cameroon betasatellite,NC_012557,isolate:AGLI4B1,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",ss-DNA,1389,1.0,plants,04/09/2009,08/13/2018,NC_012557,0.0,,ss_DNA,Tolecusatellitidae
11377,11378,Ageratum leaf curl betasatellite,NC_020889,isolate:Sikar M 2,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1335,1.0,plants,04/02/2013,08/13/2018,NC_020889,0.0,,ss_DNA,Tolecusatellitidae
11378,11379,Ageratum yellow leaf curl betasatellite,NC_005046,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",ss-DNA,1351,1.0,plants,07/25/2003,08/13/2018,NC_005046,0.0,,ss_DNA,Tolecusatellitidae
11379,11380,Ageratum yellow vein China betasatellite,NC_007067,isolate:G66,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",ss-DNA,1323,1.0,plants,05/19/2005,08/13/2018,NC_007067,0.0,,ss_DNA,Tolecusatellitidae
11380,11381,Ageratum yellow vein India betasatellite,NC_043428,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1353,1.0,plants,04/25/2003,06/28/2019,NC_043428,0.0,,ss_DNA,Tolecusatellitidae
11381,11382,Ageratum yellow vein Sri Lanka betasatellite,NC_043429,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1351,1.0,plants,05/10/2004,06/28/2019,NC_043429,0.0,,ss_DNA,Tolecusatellitidae
11382,11383,Ageratum yellow vein betasatellite,NC_003403,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",ss-DNA,1347,1.0,plants,06/10/2000,08/13/2018,NC_003403,0.0,,ss_DNA,Tolecusatellitidae
11383,11384,Alternanthera yellow vein betasatellite,NC_009562,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1344,1.0,plants,06/14/2007,08/13/2018,NC_009562,0.0,,ss_DNA,Tolecusatellitidae
11384,11385,Andrographis yellow vein leaf curl betasatellite,NC_023876,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",ss-DNA,1379,1.0,plants,04/03/2014,08/13/2018,NC_023876,0.0,,ss_DNA,Tolecusatellitidae
11385,11386,Bhendi yellow vein India betasatellite [India:Aurangabad:OY164:2006],NC_014846,isolate:OY164,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1385,1.0,plants,01/07/2011,08/13/2018,NC_014846,0.0,,ss_DNA,Tolecusatellitidae
11386,11387,Bhendi yellow vein betasatellite,NC_003405,isolate:Muthuppatti,linear,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",ss-DNA,1353,1.0,plants,02/03/2001,08/13/2018,NC_003405,0.0,,ss_DNA,Tolecusatellitidae
11387,11388,Bhendi yellow vein mosaic betasatellite [India:Coimbator:OYCO1:2005],NC_014895,isolate:OYCo1,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1373,1.0,plants,01/07/2011,08/13/2018,NC_014895,0.0,,ss_DNA,Tolecusatellitidae
11388,11389,Bitter gourd leaf curl betasatellite,NC_007655,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",ss-DNA,1354,1.0,plants,12/19/2005,08/13/2018,NC_007655,0.0,,ss_DNA,Tolecusatellitidae
11389,11390,Cardiospermum yellow leaf curl betasatellite,NC_010297,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1338,1.0,plants,01/27/2008,08/13/2018,NC_010297,0.0,,ss_DNA,Tolecusatellitidae
11390,11391,Chayote yellow mosaic Benin betasatellite,NC_030309,isolate:Cameroon-Kumba-Papaya-20-14,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1367,1.0,plants,06/17/2016,08/13/2018,NC_030309,0.0,,ss_DNA,Tolecusatellitidae
11391,11392,Chili leaf curl Bhatinda betasatellite,NC_021345,isolate:AnAv,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1224,1.0,plants,06/03/2013,08/13/2018,NC_021345,0.0,,ss_DNA,Tolecusatellitidae
11392,11393,Chili leaf curl Sri Lanka betasatellite,NC_038676,isolate:CL-15,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1371,1.0,plants,08/24/2018,08/24/2018,NC_038676,0.0,,ss_DNA,Tolecusatellitidae
11393,11394,Chili leaf curl betasatellite,NC_005048,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",ss-DNA,1387,1.0,plants,07/25/2003,08/13/2018,NC_005048,0.0,,ss_DNA,Tolecusatellitidae
11394,11395,Corchorus yellow vein mosaic betasatellite,NC_020475,isolate:Maharashtra,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1390,1.0,plants,03/08/2013,08/13/2018,NC_020475,0.0,,ss_DNA,Tolecusatellitidae
11395,11396,Cotton leaf curl Bangalore betasatellite,NC_007219,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1355,1.0,plants,08/02/2005,08/13/2018,NC_007219,0.0,,ss_DNA,Tolecusatellitidae
11396,11397,Cotton leaf curl Burewala betasatellite,NC_013802,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1354,1.0,plants,02/08/2010,08/13/2018,NC_013802,0.0,,ss_DNA,Tolecusatellitidae
